class; scale_check ; X ; Y ; Z
Humanoid;1;1;0.557405;0.174417
Humanoid;1;1;0.279404;0.177901
Humanoid;1;1;0.281204;0.177994
Humanoid;1;1;0.279439;0.148686
Humanoid;1;1;0.425179;0.369986
Humanoid;1;1;0.327515;0.232239
Humanoid;1;1;0.749483;0.383253
Humanoid;1;1;0.899212;0.150518
Humanoid;1;1;0.948424;0.196764
Humanoid;1;1;0.946056;0.17839
Humanoid;1;0.990283;1;0.213905
Humanoid;1;1;0.949763;0.163765
Humanoid;1;0.984146;1;0.181992
Humanoid;1;1;0.873089;0.255026
Humanoid;1;1;0.91002;0.259931
Humanoid;1;1;0.977727;0.37049
Humanoid;1;1;0.953588;0.19719
Humanoid;1;1;0.920995;0.198126
Humanoid;1;1;0.929357;0.340122
Humanoid;1;1;0.897404;0.26642
Humanoid;1;1;0.986945;0.167637
Humanoid;1;1;0.854838;0.160927
Humanoid;1;1;0.859676;0.21656
Humanoid;1;0.980615;1;0.228736
Humanoid;1;1;0.929076;0.126791
Humanoid;1;1;0.921081;0.15249
Humanoid;1;1;0.749754;0.149635
Humanoid;1;1;0.909723;0.172037
Humanoid;1;1;0.815065;0.302792
Humanoid;1;1;0.889646;0.388564
Humanoid;1;1;0.937885;0.152762
Humanoid;1;1;0.889659;0.15987
Humanoid;1;1;0.937056;0.148509
Humanoid;1;1;0.808879;0.139389
Humanoid;1;1;0.9311;0.148767
Humanoid;1;1;0.742304;0.305586
Humanoid;1;1;0.728782;0.184196
Humanoid;1;1;0.75392;0.1741
Humanoid;1;0.99394;1;0.243414
Humanoid;1;1;0.725345;0.237598
Humanoid;1;1;0.68042;0.148708
Humanoid;1;1;0.965634;0.161512
Humanoid;1;1;0.559617;0.461457
Humanoid;1;0.876243;1;0.271526
Humanoid;1;1;0.692443;0.135786
Humanoid;1;1;0.577208;0.35649
Humanoid;1;1;0.40842;0.289922
Humanoid;1;1;0.25488;0.30903
Humanoid;1;1;0.260867;0.29368
Humanoid;1;1;0.485851;0.363029
Humanoid;1;1;0.337191;0.339438
Humanoid;1;1;0.576751;0.299431
Humanoid;1;1;0.873033;0.32264
Insect;1;1;0.800592;0.300793
Insect;1;0.934878;1;0.498821
Insect;1;0.795855;1;0.657104
Insect;1;0.778628;1;0.595662
Insect;1;1;0.816181;0.516354
Insect;1;1;0.722005;0.395575
Insect;1;1;0.817027;0.28234
Insect;1;0.807807;1;0.655473
Insect;1;1;0.624259;0.187767
Insect;1;1;0.457076;0.170817
Insect;1;1;0.877533;0.321002
Insect;1;1;0.944322;0.491637
Insect;1;1;0.553055;0.316087
Insect;1;1;0.769067;0.194371
Insect;1;0.882249;1;0.186928
Insect;1;1;0.960721;0.411741
Insect;1;1;0.894983;0.33929
Insect;1;1;0.656487;0.164698
Insect;1;0.789299;1;0.594035
Insect;1;1;0.96107;0.585597
Insect;1;1;0.732966;0.609097
Insect;1;1;0.64837;0.351406
Insect;1;1;0.660792;0.212271
Insect;1;0.79539;1;0.477075
Insect;1;0.894289;1;0.570338
Insect;1;1;0.962156;0.381647
Insect;1;1;0.804664;0.424642
Insect;1;1;0.885973;0.399382
Insect;1;1;0.607598;0.646098
Insect;1;1;0.657352;0.315809
Insect;1;1;0.575547;0.402681
Insect;1;1;0.324365;0.0176026
Insect;1;1;0.798985;0.478069
Insect;1;1;0.997105;0.487086
Insect;1;1;0.928024;0.191384
Insect;1;1;0.71371;0.297564
Insect;1;1;0.977143;0.593487
Insect;1;0.572258;1;0.429728
Insect;1;1;0.601867;0.408528
Insect;1;1;0.63467;0.231282
Insect;1;1;0.587497;0.398184
Insect;1;1;0.416527;0.301493
Insect;1;1;0.926493;0.19173
Insect;1;1;0.523705;0.0688635
Insect;1;1;0.566836;0.351017
Insect;1;1;0.565997;0.173556
Insect;1;0.756343;1;0.293121
Insect;1;1;0.522921;0.0690211
Insect;1;1;0.718087;0.235445
Insect;1;1;0.653744;0.317147
Insect;1;1;0.804664;0.424642
Insect;1;1;0.642265;0.340778
Insect;1;1;0.5716;0.399417
Insect;1;1;0.961951;0.380857
Insect;1;1;0.861871;0.458801
Insect;1;0.68671;1;0.46736
Insect;1;1;0.477477;0.392069
Insect;1;0.983595;1;0.36786
Insect;1;1;0.854312;0.468548
Insect;1;1;0.964247;0.361701
Insect;1;0.950451;1;0.539746
Insect;1;1;0.543249;0.316413
Insect;1;1;0.712348;0.736317
Insect;1;1;0.561274;0.449728
Insect;1;0.883389;1;0.515031
Insect;1;0.857892;0.485182;1
Jet;1;1;0.90286;0.251739
Jet;1;1;0.780686;0.229797
Jet;1;1;0.748754;0.155174
Jet;1;0.978455;1;0.191925
Jet;1;1;0.943541;0.347391
Jet;1;1;0.799238;0.31246
Jet;1;1;0.88195;0.245522
Jet;1;1;0.825819;0.19063
Jet;1;0.859293;1;0.166588
Jet;1;1;0.715176;0.153481
Jet;1;0.880488;1;0.332662
Jet;1;1;0.943621;0.34636
Jet;1;1;0.971156;0.311154
Jet;1;1;0.845088;0.216892
Jet;1;1;0.967046;0.298694
Jet;1;1;0.806748;0.221654
Jet;1;1;0.953867;0.17515
Jet;1;1;0.74462;0.288815
Jet;1;1;0.417934;0.118171
Jet;1;1;0.689925;0.315927
Jet;1;1;0.750045;0.273019
Jet;1;1;0.801995;0.188882
Jet;1;1;0.827171;0.250246
Jet;1;1;0.528824;0.199619
Jet;1;1;0.673591;0.312702
Jet;1;1;0.843621;0.204688
Jet;1;1;0.917151;0.248296
Jet;1;1;0.505589;0.117776
Jet;1;1;0.606166;0.203138
Jet;1;1;0.674749;0.221744
Jet;1;1;0.780632;0.199692
Jet;1;1;0.636697;0.19418
Jet;1;1;0.885551;0.213023
Jet;1;1;0.534951;0.11423
Jet;1;1;0.132888;0.0934019
Jet;1;1;0.704223;0.26941
Jet;1;1;0.767199;0.254228
Jet;1;1;0.163511;0.431128
Jet;1;0.908895;1;0.158923
Jet;1;1;0.535703;0.208216
Jet;1;1;0.766088;0.230329
Jet;1;1;0.773922;0.224153
Jet;1;1;0.704565;0.215847
Jet;1;1;0.704908;0.105152
Jet;1;1;0.632331;0.214753
Jet;1;1;0.555851;0.203512
Jet;1;1;0.433919;0.242302
Jet;1;1;0.686883;0.346188
Jet;1;1;0.571253;0.19104
Jet;1;1;0.712365;0.310131
Jet;1;1;0.824193;0.180084
Jet;1;1;0.36103;0.136082
Jet;1;0.906207;1;0.219598
Jet;1;0.957484;1;0.206181
Jet;1;1;0.767027;0.221722
Jet;1;0.939291;1;0.289903
Jet;1;1;0.622903;0.298943
Jet;1;1;0.47306;0.163055
Jet;1;1;0.60148;0.183497
Jet;1;1;0.725988;0.210972
Jet;1;1;0.672688;0.201878
Jet;1;1;0.635624;0.26508
Jet;1;1;0.561089;0.217293
Jet;1;1;0.77144;0.167586
Jet;1;1;0.702847;0.20203
Jet;1;1;0.850436;0.216143
Jet;1;1;0.908013;0.37434
Jet;1;1;0.695447;0.198327
Jet;1;1;0.453027;0.150606
Jet;1;1;0.580329;0.153565
Jet;1;1;0.513731;0.218065
Jet;1;1;0.775891;0.127998
Jet;1;1;0.793547;0.158832
Jet;1;1;0.504646;0.204169
Jet;1;1;0.629923;0.299867
Jet;1;1;0.507526;0.128917
Jet;1;1;0.722582;0.252045
Jet;1;1;0.44292;0.196181
Jet;1;1;0.860448;0.183075
Jet;1;1;0.43278;0.118865
Jet;1;1;0.696063;0.162927
Jet;1;1;0.98856;0.268199
Jet;1;1;0.411286;0.20212
Jet;1;1;0.808728;0.206706
Jet;1;1;0.909446;0.1133
Jet;1;1;0.727166;0.232749
Jet;1;1;0.599182;0.215178
Jet;1;1;0.628728;0.231268
Jet;1;0.969467;1;0.267736
Jet;1;1;0.793449;0.15936
Jet;1;1;0.675927;0.257545
Jet;1;1;0.63364;0.370411
Jet;1;1;0.626232;0.384474
Jet;1;0.910352;1;0.184695
Jet;1;1;0.689925;0.315927
Jet;1;1;0.616508;0.226459
Jet;1;1;0.736557;0.210057
Jet;1;1;0.50776;0.236228
Jet;1;1;0.603015;0.141052
Jet;1;1;0.603126;0.14126
Jet;1;1;0.742693;0.287611
Jet;1;1;0.686592;0.345928
Jet;1;1;0.592598;0.325968
Jet;1;1;0.751259;0.226377
Jet;1;1;0.664168;0.212439
Jet;1;1;0.939916;0.256393
Jet;1;0.875991;1;0.227052
Jet;1;1;0.361311;0.137082
Jet;1;1;0.699449;0.183731
Jet;1;1;0.940899;0.17309
Jet;1;1;0.57363;0.0796146
Jet;1;1;0.531127;0.0756744
Jet;1;0.445377;1;0.102145
Jet;1;1;0.453146;0.091278
Jet;1;0.557498;1;0.11549
Jet;1;0.644854;1;0.169057
Jet;1;1;0.549415;0.183045
Jet;1;1;0.428172;0.0801033
Jet;1;0.473612;1;0.0900476
Jet;1;0.46587;1;0.109297
Jet;1;1;0.447796;0.145002
Jet;1;1;0.457013;0.106688
Jet;1;0.562224;1;0.0889425
Jet;1;0.694741;1;0.0886391
Jet;1;1;0.544471;0.106367
Jet;1;0.44724;1;0.115537
Jet;1;1;0.360985;0.0696782
Jet;1;0.599963;1;0.0982209
Jet;1;1;0.467367;0.0898169
Jet;1;0.721444;1;0.19303
Jet;1;0.726779;1;0.230884
Jet;1;1;0.480766;0.0995295
Jet;1;1;0.630061;0.168861
Jet;1;0.685084;1;0.170406
Jet;1;1;0.654481;0.203274
Jet;1;1;0.376456;0.083136
Jet;1;1;0.453603;0.0324127
Jet;1;1;0.468944;0.0972575
Jet;1;1;0.257434;0.0469617
Jet;1;1;0.752273;0.350747
Jet;1;1;0.732503;0.128531
Jet;1;1;0.618112;0.166618
Jet;1;1;0.724754;0.110576
Knife;1;1;0.336076;0.0274921
Knife;1;1;0.221476;0.102743
Knife;1;1;0.160503;0.0565128
Knife;1;1;0.0924957;0.0495238
Knife;1;1;0.0820437;0.0143704
Knife;1;1;0.119359;0.0504481
Knife;1;1;0.173878;0.0291367
Knife;1;1;0.123854;0.0573634
Knife;1;1;0.177621;0.0469946
Knife;1;1;0.163941;0.0613459
Knife;1;1;0.179479;0.0388639
Knife;1;1;0.118614;0.0571466
Knife;1;1;0.178316;0.05056
Knife;1;1;0.181491;0.142733
Knife;1;1;0.154435;0.062418
Knife;1;1;0.118292;0.0614059
Knife;1;1;0.0982691;0.0295447
Knife;1;1;0.22106;0.0648014
Knife;1;1;0.261704;0.0295436
Knife;1;1;0.1238;0.0419183
Knife;1;1;0.15796;0.065938
Knife;1;1;0.340446;0.0669654
Knife;1;1;0.131312;0.0873532
Knife;1;1;0.332749;0.0663415
Knife;1;1;0.276675;0.0423887
Knife;1;1;0.442381;0.0589327
Knife;1;1;0.346672;0.102726
MilitaryVehicle;1;1;0.700967;0.36918
MilitaryVehicle;1;1;0.575738;0.494223
MilitaryVehicle;1;1;0.615239;0.767224
MilitaryVehicle;1;1;0.401876;0.525728
MilitaryVehicle;1;1;0.448076;0.334775
MilitaryVehicle;1;1;0.360805;0.383506
MilitaryVehicle;1;1;0.485838;0.345888
MilitaryVehicle;1;1;0.398945;0.627521
MilitaryVehicle;1;1;0.452975;0.416514
MilitaryVehicle;1;1;0.446174;0.354157
MilitaryVehicle;1;1;0.450899;0.414432
MilitaryVehicle;1;1;0.4093;0.630323
MilitaryVehicle;1;1;0.392047;0.462553
MilitaryVehicle;1;1;0.755492;0.323921
MilitaryVehicle;1;1;0.311133;0.281687
MilitaryVehicle;1;1;0.603047;0.498965
MilitaryVehicle;1;1;0.845229;0.511075
MilitaryVehicle;1;1;0.376783;0.2659
MilitaryVehicle;1;1;0.765475;0.681575
MilitaryVehicle;1;1;0.411828;0.382831
Monitor;1;1;0.95085;0.527345
Monitor;1;0.913841;1;0.453845
Monitor;1;1;0.881685;0.541433
Monitor;1;1;0.81115;0.93024
Monitor;1;1;0.990593;0.315221
Monitor;1;0.972271;0.997636;1
Monitor;1;0.953544;1;0.188471
Monitor;1;1;0.636124;0.218951
Monitor;1;1;0.963308;0.532361
Monitor;1;0.859261;1;0.364093
Monitor;1;1;0.996168;0.858012
Monitor;1;1;0.758615;0.293933
Monitor;1;1;0.841538;0.887432
Monitor;1;1;0.91841;0.789966
Monitor;1;0.930583;1;0.636045
Monitor;1;1;0.972522;0.489194
Monitor;1;1;0.751627;0.454314
Monitor;1;1;0.682278;0.237604
Monitor;1;1;0.789216;0.842985
Monitor;1;0.950152;1;0.284208
Monoplane;1;0.919018;1;0.208602
Monoplane;1;1;0.881591;0.189709
Monoplane;1;0.987286;1;0.234834
Monoplane;1;0.934499;1;0.231613
Monoplane;1;1;0.338035;0.0899875
Monoplane;1;1;0.890512;0.237403
Monoplane;1;1;0.584996;0.251637
Monoplane;1;1;0.71496;0.153361
Monoplane;1;1;0.530319;0.220509
Monoplane;1;1;0.902939;0.249818
Monoplane;1;1;0.833565;0.173259
Monoplane;1;0.679325;1;0.179675
Monoplane;1;1;0.949864;0.265916
Monoplane;1;1;0.717737;0.182652
Monoplane;1;1;0.710088;0.259164
Monoplane;1;0.999838;1;0.179533
Monoplane;1;0.582493;1;0.202519
Monoplane;1;0.806861;1;0.183508
Monoplane;1;1;0.504484;0.104027
Monoplane;1;1;0.477075;0.119038
Motorcycle;1;1;0.660286;0.444065
Motorcycle;1;1;0.71919;0.430159
Motorcycle;1;1;0.660912;0.551569
Motorcycle;1;1;0.577575;0.412119
Motorcycle;1;1;0.587092;0.414948
Motorcycle;1;1;0.490671;0.320518
Motorcycle;1;1;0.584482;0.429638
Motorcycle;1;1;0.521253;0.303871
Motorcycle;1;1;0.519199;0.305262
Motorcycle;1;1;0.598425;0.352548
Motorcycle;1;1;0.546703;0.366064
Motorcycle;1;1;0.361855;0.352702
Motorcycle;1;1;0.617765;0.489503
Motorcycle;1;1;0.61777;0.489546
Motorcycle;1;1;0.56179;0.344794
Motorcycle;1;1;0.60058;0.442431
Motorcycle;1;1;0.642418;0.390409
Motorcycle;1;1;0.697856;0.451361
Motorcycle;1;1;0.605421;0.300867
Motorcycle;1;1;0.574664;0.295598
Motorcycle;1;1;0.619827;0.489982
Motorcycle;1;1;0.659845;0.448867
Motorcycle;1;1;0.579526;0.327467
Motorcycle;1;1;0.604813;0.301949
Motorcycle;1;1;0.561381;0.345959
Motorcycle;1;1;0.542622;0.378605
Mug;1;1;0.922109;0.699969
Mug;1;1;0.843216;0.692892
Mug;1;0.973347;1;0.601046
Mug;1;1;0.825349;0.736973
Mug;1;1;0.946925;0.570934
Mug;1;0.838181;1;0.772211
Mug;1;1;0.79074;0.461481
Mug;1;1;0.833549;0.766862
Mug;1;1;0.819215;0.693717
Mug;1;1;0.697558;0.535271
Mug;1;1;0.900661;0.581011
Mug;1;1;0.923328;0.60397
Mug;1;1;0.819522;0.49612
Mug;1;0.998965;0.754683;1
Mug;1;1;0.88376;0.723992
Mug;1;1;0.762308;0.746599
Mug;1;1;0.939039;0.744323
Mug;1;0.958804;1;0.578182
Mug;1;1;0.854079;0.659024
Mug;1;1;0.888555;0.694974
Mug;1;1;0.901025;0.606302
Mug;1;1;0.834596;0.766663
Mug;1;1;0.683011;0.415397
Mug;1;0.752703;1;0.681246
Mug;1;0.925229;1;0.566361
Mug;1;0.995664;1;0.713565
MultiSeat;1;1;0.602469;0.498942
MultiSeat;1;1;0.971237;0.972734
MultiSeat;1;1;0.419864;0.427703
MultiSeat;1;1;0.418677;0.34931
MultiSeat;1;1;0.560618;0.45063
MultiSeat;1;1;0.384863;0.448521
MultiSeat;1;1;0.539535;0.380355
MultiSeat;1;1;0.748029;0.565108
MultiSeat;1;1;0.416099;0.389095
MultiSeat;1;1;0.702244;0.471453
MultiSeat;1;1;0.428377;0.297776
MultiSeat;1;1;0.668268;0.549558
MultiSeat;1;1;0.399857;0.324975
MultiSeat;1;1;0.568168;0.374593
MultiSeat;1;1;0.528018;0.438257
MultiSeat;1;1;0.571514;0.505619
MultiSeat;1;1;0.550254;0.458018
MultiSeat;1;1;0.627633;0.443085
MultiSeat;1;1;0.452801;0.464793
MultiSeat;1;1;0.735314;0.615042
MultiSeat;1;0.926101;1;0.541333
MultiSeat;1;1;0.691905;0.484971
MultiSeat;1;1;0.46293;0.249652
MultiSeat;1;1;0.416896;0.25258
MultiSeat;1;1;0.949233;0.516857
MultiSeat;1;1;0.431464;0.25648
MultiSeat;1;0.98947;1;0.839822
MultiSeat;1;1;0.701278;0.587946
MultiSeat;1;1;0.498187;0.339043
MultiSeat;1;1;0.477326;0.341995
MultiSeat;1;1;0.423025;0.207655
MultiSeat;1;1;0.388894;0.226114
MultiSeat;1;1;0.437367;0.231694
MultiSeat;1;1;0.481618;0.433065
MultiSeat;1;1;0.483045;0.326552
MultiSeat;1;1;0.581079;0.383533
MultiSeat;1;1;0.596137;0.463537
MultiSeat;1;1;0.545796;0.403409
MultiSeat;1;1;0.611943;0.463997
MultiSeat;1;1;0.507361;0.43041
MultiSeat;1;1;0.606489;0.419087
MultiSeat;1;1;0.66413;0.547374
MultiSeat;1;1;0.7741;0.715394
MultiSeat;1;1;0.677007;0.40715
MultiSeat;1;1;0.55559;0.44102
Musical_Instrument;1;1;0.348269;0.0858774
Musical_Instrument;1;1;0.277998;0.0605839
Musical_Instrument;1;1;0.351827;0.0763717
Musical_Instrument;1;1;0.279815;0.0581507
Musical_Instrument;1;1;0.293651;0.03958
Musical_Instrument;1;1;0.391839;0.104893
Musical_Instrument;1;1;0.329877;0.125921
Musical_Instrument;1;1;0.353896;0.0930411
Musical_Instrument;1;1;0.464569;0.0971054
Musical_Instrument;1;1;0.34014;0.0679555
Musical_Instrument;1;1;0.299072;0.0906118
Musical_Instrument;1;1;0.305329;0.0701828
Musical_Instrument;1;1;0.2962;0.102055
Musical_Instrument;1;1;0.35889;0.147388
Musical_Instrument;1;1;0.381038;0.185438
Musical_Instrument;1;1;0.320887;0.10201
Musical_Instrument;1;1;0.782355;0.631019
Musical_Instrument;1;1;0.60934;0.749086
Musical_Instrument;1;1;0.618287;0.644232
Musical_Instrument;1;1;0.675566;0.64858
Musical_Instrument;1;1;0.555114;0.452572
NonWheelChair;1;0.846823;0.811871;1
NonWheelChair;1;1;0.504389;0.513519
NonWheelChair;1;1;0.470807;0.591904
NonWheelChair;1;1;0.488971;0.674876
NonWheelChair;1;1;0.461088;0.49946
NonWheelChair;1;1;0.570784;0.763931
NonWheelChair;1;1;0.492023;0.646275
NonWheelChair;1;1;0.477353;0.634748
NonWheelChair;1;1;0.455831;0.607387
NonWheelChair;1;1;0.405681;0.445591
NonWheelChair;1;1;0.466337;0.574028
NonWheelChair;1;1;0.370619;0.422849
NonWheelChair;1;1;0.483495;0.658463
NonWheelChair;1;1;0.636405;0.999906
NonWheelChair;1;1;0.599285;0.753187
NonWheelChair;1;1;0.486938;0.586191
NonWheelChair;1;1;0.602057;0.720366
NonWheelChair;1;1;0.902355;0.556609
NonWheelChair;1;1;0.445602;0.33418
NonWheelChair;1;1;0.447736;0.619475
NonWheelChair;1;1;0.566345;0.565491
NonWheelChair;1;1;0.799049;0.785084
NonWheelChair;1;1;0.577134;0.576952
NonWheelChair;1;1;0.344363;0.310381
NonWheelChair;1;1;0.512901;0.510476
NonWheelChair;1;1;0.725108;0.603738
NonWheelChair;1;1;0.530318;0.523208
NonWheelChair;1;1;0.73203;0.646626
NonWheelChair;1;1;0.61835;0.683047
NonWheelChair;1;1;0.514862;0.357051
NonWheelChair;1;1;0.622684;0.61558
NonWheelChair;1;1;0.564846;0.648272
NonWheelChair;1;1;0.599575;0.624695
NonWheelChair;1;1;0.5509;0.630195
NonWheelChair;1;1;0.573195;0.579253
NonWheelChair;1;1;0.419417;0.51475
NonWheelChair;1;1;0.653479;0.614307
NonWheelChair;1;1;0.609648;0.67338
NonWheelChair;1;1;0.312694;0.368027
NonWheelChair;1;1;0.373477;0.472293
NonWheelChair;1;1;0.48694;0.598966
NonWheelChair;1;1;0.236601;0.229623
NonWheelChair;1;1;0.366813;0.435253
NonWheelChair;1;1;0.486976;0.672109
NonWheelChair;1;1;0.4191;0.614006
NonWheelChair;1;1;0.388416;0.554457
NonWheelChair;1;1;0.484266;0.656455
NonWheelChair;1;1;0.422587;0.602845
NonWheelChair;1;1;0.374723;0.562474
NonWheelChair;1;1;0.430742;0.649464
NonWheelChair;1;1;0.549642;0.66997
NonWheelChair;1;1;0.437463;0.536686
NonWheelChair;1;1;0.496192;0.61913
NonWheelChair;1;1;0.425182;0.573674
NonWheelChair;1;1;0.456491;0.609121
NonWheelChair;1;1;0.474913;0.669168
NonWheelChair;1;1;0.470124;0.584806
NonWheelChair;1;1;0.477223;0.55694
NonWheelChair;1;1;0.321666;0.421681
NonWheelChair;1;1;0.481945;0.503871
PianoBoard;1;1;0.987135;0.442079
PianoBoard;1;1;0.389635;0.195947
PianoBoard;1;1;0.51563;0.676375
PianoBoard;1;1;0.735138;0.363883
PianoBoard;1;1;0.803166;0.508197
PianoBoard;1;1;0.775613;0.433575
PianoBoard;1;1;0.710891;0.413016
PianoBoard;1;1;0.729603;0.735583
PianoBoard;1;1;0.613735;0.466884
PianoBoard;1;1;0.779364;0.377757
PianoBoard;1;1;0.527923;0.501191
PianoBoard;1;1;0.948003;0.435335
PianoBoard;1;1;0.69924;0.452416
PianoBoard;1;1;0.669709;0.570377
PianoBoard;1;1;0.547656;0.522136
PianoBoard;1;1;0.668985;0.718066
PianoBoard;1;1;0.692456;0.488887
PianoBoard;1;1;0.976864;0.399817
PianoBoard;1;1;0.832368;0.582662
PianoBoard;1;1;0.204641;0.104261
PlantIndoors;1;0.938671;1;0.783705
PlantIndoors;1;1;0.725728;0.600913
PlantIndoors;0;-3.40282e+38;-3.40282e+38;-3.40282e+38
PlantIndoors;1;1;0.935772;0.861841
PlantIndoors;1;1;0.892067;0.740683
PlantIndoors;1;1;0.963788;0.881605
PlantIndoors;1;0.871265;1;0.914173
PlantIndoors;1;1;0.993736;0.896987
PlantIndoors;1;1;0.729526;0.738196
PlantIndoors;1;1;0.991157;0.982261
PlantIndoors;1;1;0.90168;0.801883
PlantIndoors;1;1;0.878902;0.870715
PlantIndoors;1;1;0.778758;0.721
PlantIndoors;1;0.906986;1;0.758064
PlantIndoors;1;1;0.651895;0.5925
PlantIndoors;1;0.914679;0.994117;1
PlantIndoors;1;1;0.583401;0.326399
PlantIndoors;1;1;0.946132;0.947722
PlantIndoors;1;0.764949;1;0.915895
PlantIndoors;1;1;0.917653;0.922744
PlantIndoors;1;0.933671;1;0.789179
PlantIndoors;1;1;0.725942;0.600793
PlantIndoors;1;1;0.994515;0.77379
PlantIndoors;1;1;0.977565;0.971453
PlantIndoors;1;0.763648;1;0.920354
PlantIndoors;1;1;0.484183;0.486965
PlantIndoors;1;1;0.985666;0.608565
PlantIndoors;1;1;0.730236;0.740235
PlantIndoors;1;0.87078;1;0.957364
PlantIndoors;1;1;0.649599;0.62885
PlantIndoors;1;0.720296;1;0.818638
PlantIndoors;1;1;0.876714;0.903886
PlantIndoors;1;1;0.965969;0.652705
PlantIndoors;1;0.998998;1;0.96058
PlantIndoors;1;1;0.778826;0.728611
PlantIndoors;1;1;0.50403;0.511277
PlantIndoors;1;1;0.726626;0.694815
PlantIndoors;1;1;0.654152;0.592861
PlantIndoors;1;0.913874;0.992008;1
PlantIndoors;1;0.860437;1;0.895348
PlantIndoors;1;1;0.91741;0.924231
PlantIndoors;1;1;0.992915;0.894205
PlantIndoors;1;1;0.909148;0.800745
PlantIndoors;1;0.907344;1;0.757915
PlantIndoors;1;1;0.949104;0.949065
PlantIndoors;1;1;0.940566;0.870267
PlantIndoors;1;1;0.651688;0.372616
PlantIndoors;1;1;0.874223;0.896523
PlantIndoors;1;0.947199;1;0.646587
PlantIndoors;1;1;0.85761;0.597566
PlantIndoors;1;1;0.521422;0.413835
PlantIndoors;1;1;0.369141;0.30807
PlantIndoors;1;1;0.936257;0.846706
PlantIndoors;1;1;0.591546;0.349966
PlantIndoors;1;1;0.709124;0.63911
PlantIndoors;1;1;0.859291;0.894596
PlantIndoors;1;1;0.968479;0.796163
PlantIndoors;1;0.928383;1;0.554681
PlantIndoors;1;1;0.216849;0.208501
PlantIndoors;1;1;0.692336;0.66918
PlantIndoors;1;0.950393;1;0.800088
PlantIndoors;1;1;0.702029;0.569764
PlantIndoors;1;0.801495;1;0.951682
PlantIndoors;1;1;0.430465;0.380057
PlantIndoors;1;1;0.811681;0.699796
PlantWildNonTree;1;0.971154;1;0.950899
PlantWildNonTree;1;1;0.867214;0.530192
PlantWildNonTree;1;1;0.93462;0.809766
PlantWildNonTree;1;0.971554;1;0.579869
PlantWildNonTree;1;1;0.635852;0.567954
PlantWildNonTree;1;1;0.886525;0.547959
PlantWildNonTree;1;1;0.884253;0.460054
PlantWildNonTree;1;1;0.497023;0.182873
PlantWildNonTree;1;1;0.66541;0.655581
PlantWildNonTree;1;1;0.602014;0.527502
PlantWildNonTree;1;1;0.564945;0.544444
PlantWildNonTree;1;1;0.71612;0.599849
PlantWildNonTree;1;1;0.344388;0.186858
PlantWildNonTree;1;1;0.628817;0.170523
PlantWildNonTree;1;1;0.681;0.734085
PlantWildNonTree;1;1;0.586934;0.634853
PlantWildNonTree;1;1;0.463733;0.461908
PlantWildNonTree;1;1;0.439941;0.430232
PlantWildNonTree;1;1;0.42783;0.393827
PlantWildNonTree;1;1;0.404839;0.260623
PlantWildNonTree;1;1;0.293715;0.311553
PlantWildNonTree;1;0.838453;0.989069;1
PlantWildNonTree;1;1;0.51449;0.406202
PlantWildNonTree;1;1;0.681355;0.216893
PlantWildNonTree;1;1;0.63318;0.483678
PlantWildNonTree;1;1;0.513743;0.397253
PlantWildNonTree;1;1;0.224154;0.208295
Quadruped;1;1;0.558548;0.338227
Quadruped;1;1;0.731992;0.401913
Quadruped;1;1;0.567446;0.351143
Quadruped;1;1;0.634713;0.307962
Quadruped;1;1;0.632314;0.308003
Quadruped;1;1;0.756381;0.221204
Quadruped;1;1;0.716451;0.249385
Quadruped;1;1;0.69228;0.297628
Quadruped;1;1;0.618929;0.221091
Quadruped;1;1;0.470638;0.232871
Quadruped;1;1;0.459506;0.190823
Quadruped;1;1;0.74751;0.282009
Quadruped;1;1;0.652749;0.235901
Quadruped;1;1;0.805736;0.377488
Quadruped;1;1;0.76017;0.249266
Quadruped;1;1;0.579117;0.310052
Quadruped;1;1;0.789519;0.295851
Quadruped;1;1;0.677666;0.227238
Quadruped;1;1;0.684531;0.442489
Quadruped;1;1;0.708771;0.276766
Quadruped;1;1;0.497147;0.440646
Quadruped;1;1;0.691778;0.378834
Quadruped;1;1;0.492185;0.404277
Quadruped;1;1;0.625175;0.204151
Quadruped;1;1;0.634333;0.222894
Quadruped;1;1;0.73953;0.208065
Quadruped;1;1;0.735386;0.187556
Quadruped;1;1;0.754851;0.221785
Quadruped;1;1;0.696629;0.215024
Quadruped;1;1;0.886249;0.458103
Quadruped;1;1;0.762088;0.469397
Quadruped;1;1;0.610438;0.374671
Quadruped;1;1;0.733063;0.549386
Quadruped;1;1;0.300116;0.199637
Quadruped;1;1;0.549544;0.239926
Quadruped;1;1;0.326528;0.191563
Quadruped;1;1;0.301008;0.117842
Quadruped;1;1;0.757325;0.245494
Quadruped;1;0.981818;1;0.173426
Quadruped;1;1;0.964298;0.232303
Quadruped;1;1;0.762253;0.195925
Quadruped;1;1;0.79092;0.233532
Quadruped;1;0.962817;1;0.436119
Quadruped;1;1;0.784833;0.165795
Quadruped;1;1;0.899306;0.292934
Quadruped;1;1;0.73431;0.241011
Quadruped;1;1;0.697266;0.298207
Quadruped;1;1;0.691046;0.484588
Quadruped;1;1;0.790076;0.295208
Quadruped;1;1;0.707819;0.274663
Quadruped;1;1;0.624689;0.244383
Quadruped;1;1;0.523661;0.210195
Quadruped;1;1;0.449356;0.233914
Quadruped;1;1;0.584358;0.247197
