class; vertices;faces;triangles;quads;bmin; bmax
Cup;380;720;720;0;(0, 0, 0);(0.975, 0.871244, 0.975)
Cup;339;636;636;0;(0, 0, 0);(0.727903, 0.727903, 0.975)
Cup;71;138;138;0;(0, 0, 0);(0.95964, 0.896862, 0.975)
Cup;1072;2000;2000;0;(0, 0, 0);(0.677538, 0.975, 0.677538)
Cup;752;1500;1500;0;(0, 0, 0);(0.675007, 0.975, 0.675007)
Cup;120;226;226;0;(0, 0, 0);(0.975, 0.658894, 0.5)
DeskLamp;4189;6976;6976;0;(-1.12769, -0.581116, -0.630788);(0.6057, 0.666292, 0.731294)
DeskLamp;6516;11216;11216;0;(-0.875, -0.686618, -0.296137);(0.735197, 0.781815, 0.30965)
DeskLamp;503;836;836;0;(-0.725228, -0.407043, -0.171117);(0.962518, 0.452214, 0.183875)
DeskLamp;2208;4366;4366;0;(-0.955963, -0.322302, -0.306709);(0.631241, 0.399708, 0.302267)
DeskLamp;1868;3672;3672;0;(-0.599151, -0.187466, -0.104204);(0.974827, 0.115978, 0.109359)
DeskLamp;13579;18523;18523;0;(-1.18276, -0.353165, -0.191189);(0.505399, 0.181292, 0.183064)
DeskLamp;69;116;116;0;(-0.907867, -0.256646, -0.565493);(0.946441, 0.722841, 0.379832)
DeskLamp;2252;4476;4476;0;(-1.03346, -0.386675, -0.35865);(0.693677, 0.507452, 0.350955)
DeskLamp;7627;15060;15060;0;(-0.93453, -0.360921, -0.253472);(0.666272, 0.263151, 0.24362)
DeskLamp;2300;4546;4546;0;(-1.15289, -0.236515, -0.186329);(0.699147, 0.296754, 0.191789)
DeskLamp;22837;45584;45584;0;(-0.921965, -0.412163, -0.565215);(0.706008, 0.328925, 0.209583)
DeskLamp;3558;6901;6901;0;(-0.929669, -0.619726, -0.299398);(0.912698, 0.859064, 0.352642)
DeskLamp;655;1224;1224;0;(-1.07987, -0.23138, -0.309121);(0.780756, 0.4341, 0.273299)
DeskLamp;615;1044;1044;0;(-0.887514, -0.490664, -0.27815);(0.766981, 0.360029, 0.3526)
DeskLamp;1964;3916;3916;0;(-1.0124, -0.42488, -0.474136);(0.780967, 0.587314, 0.464886)
DeskLamp;21616;38066;38066;0;(-0.785537, -0.236031, -0.264958);(1.14582, 0.292991, 0.167928)
DeskLamp;5982;11780;11780;0;(-0.902994, -0.756791, -0.499502);(0.949175, 0.698912, 0.542295)
DeskLamp;1001;1972;1972;0;(-1.00827, -0.378761, -0.26802);(0.69438, 0.326064, 0.196867)
DeskLamp;14960;28504;28504;0;(-0.773745, -0.684703, -0.35179);(0.899578, 0.464712, 0.353095)
DeskLamp;10656;8640;8640;0;(-0.826668, -0.803363, -0.337562);(1.01155, 0.671597, 0.314515)
DeskLamp;166;320;320;0;(0, 0, 0);(0.583322, 0.846549, 0.975)
DeskLamp;1316;2333;2333;0;(0, 0, 0);(0.69906, 0.975, 0.156056)
DeskLamp;531;1300;1300;0;(0, 0, 0);(0.502077, 0.975, 0.836867)
DeskLamp;87;145;145;0;(0, 0, 0);(0.838636, 0.975, 0.458987)
DeskLamp;699;1314;1314;0;(0, 0, 0);(0.759984, 0.90819, 0.975)
DeskLamp;1137;2234;2234;0;(0, 0, 0);(0.212564, 0.720676, 0.975)
DeskLamp;87;200;200;0;(0, 0, 0);(0.844015, 0.975, 0.458932)
DeskLamp;136;200;200;0;(0, 0, 0);(0.975, 0.934536, 0.298021)
DeskLamp;336;684;684;0;(0, 0, 0);(0.396062, 0.975, 0.919718)
DeskLamp;2689;5410;5410;0;(0, 0, 0);(0.863495, 0.747334, 0.975)
DeskLamp;14129;28358;28358;0;(0, 0, 0);(0.773417, 0.975, 0.442888)
DeskPhone;12443;21950;21950;0;(-0.775724, -0.727948, -0.22007);(0.897899, 0.591752, 0.218757)
DeskPhone;531;848;848;0;(-0.847322, -0.533093, -0.210727);(0.884304, 0.765637, 0.143761)
DeskPhone;17247;22944;22944;0;(-0.633179, -0.637106, -0.131654);(0.967745, 0.42905, 0.106948)
DeskPhone;3924;7780;7780;0;(-0.737965, -0.674884, -0.377125);(0.748198, 0.508508, 0.498221)
DeskPhone;48093;94497;94497;0;(-0.628642, -0.593525, -0.286264);(0.811874, 0.701571, 0.244973)
DeskPhone;4313;8494;8494;0;(-0.714041, -0.660621, -0.5206);(0.810842, 0.614137, 0.270839)
DeskPhone;27361;54523;54523;0;(-1.14834, -0.4665, -0.300472);(0.542027, 0.579623, 0.823005)
DeskPhone;1699;3314;3314;0;(-0.754318, -0.637186, -0.378441);(0.968448, 0.494299, 0.291523)
DeskPhone;31349;60638;60638;0;(-0.897564, -0.349662, -0.120496);(0.722718, 0.260148, 0.264187)
DeskPhone;586;1108;1108;0;(-0.851434, -0.497319, -0.430833);(0.837127, 0.918088, 0.255611)
DeskPhone;13619;26647;26647;0;(-0.755345, -0.473597, -0.179611);(0.819921, 0.471047, 0.197132)
DeskPhone;820;1508;1508;0;(-0.77804, -0.498658, -0.222143);(0.777776, 0.848873, 0.191511)
DeskPhone;44937;51962;51962;0;(-0.779021, -0.573701, -0.273202);(0.762809, 0.756733, 0.211645)
DeskPhone;23711;42664;42664;0;(-0.706499, -0.567667, -0.17342);(0.865278, 0.529835, 0.195062)
DeskPhone;3870;7692;7692;0;(-0.90569, -0.910352, -0.438572);(0.924361, 0.795984, 0.122189)
DeskPhone;880;1678;1678;0;(-1.01212, -0.594093, -0.542462);(0.568062, 0.696047, 0.287657)
DeskPhone;27510;53857;53857;0;(-1.01916, -0.589814, -0.242044);(0.870804, 0.353758, 0.165194)
DeskPhone;39872;79652;79652;0;(-0.714538, -0.712053, -0.250503);(0.779728, 0.700399, 0.255132)
DeskPhone;14677;28992;28992;0;(-0.627853, -0.614875, -0.23102);(0.899557, 0.628953, 0.217243)
DeskPhone;11731;16509;16509;0;(-0.878467, -0.707485, -0.37928);(0.840691, 0.824831, 0.264976)
Door;6044;11464;11464;0;(0, 0, 0);(0.43396, 0.975, 0.0854325)
Door;456;894;894;0;(0, 0, 0);(0.545253, 0.975, 0.281945)
Door;676;1314;1314;0;(0, 0, 0);(0.188867, 0.975, 0.503665)
Door;858;1617;1617;0;(0, 0, 0);(0.521695, 0.975, 0.115777)
Door;128;252;252;0;(0, 0, 0);(0.857435, 0.975, 0.104125)
Door;1724;3468;3468;0;(0, 0, 0);(0.476732, 0.975, 0.089167)
Door;871;1772;1772;0;(0, 0, 0);(0.485632, 0.975, 0.0670163)
Door;1336;2620;2620;0;(0, 0, 0);(0.609224, 0.975, 0.214508)
Door;16;16;16;0;(0, 0, 0);(0.567857, 0.975, 0.0521429)
Door;2695;4338;4338;0;(0, 0, 0);(0.476846, 0.975, 0.120993)
Door;716;1328;1328;0;(0, 0, 0);(0.547013, 0.975, 0.119732)
Door;31;29;29;0;(0, 0, 0);(0.5, 0.975, 0.0566667)
Door;2447;4410;4410;0;(0, 0, 0);(0.48635, 0.975, 0.135169)
Door;48;72;72;0;(0, 0, 0);(0.555623, 0.975, 0.0776375)
Door;68;132;132;0;(0, 0, 0);(0.32038, 0.975, 0.104125)
Door;128;183;183;0;(0, 0, 0);(0.950965, 0.975, 0.15807)
Door;716;1446;1446;0;(0, 0, 0);(0.566616, 0.975, 0.125402)
Door;124;252;252;0;(0, 0, 0);(0.61576, 0.975, 0.104125)
Door;88;98;98;0;(0, 0, 0);(0.475837, 0.975, 0.09054)
Door;18;18;18;0;(0, 0, 0);(0.0373238, 0.975, 0.528047)
Door;456;894;894;0;(0, 0, 0);(0.545253, 0.975, 0.281945)
Door;16;16;16;0;(0, 0, 0);(0.567857, 0.975, 0.052143)
Door;522;988;988;0;(0, 0, 0);(0.544423, 0.975, 0.119998)
Door;68;132;132;0;(0, 0, 0);(0.32038, 0.975, 0.104125)
Door;1724;3468;3468;0;(0, 0, 0);(0.476732, 0.975, 0.089167)
Door;6044;11464;11464;0;(0, 0, 0);(0.43396, 0.975, 0.085432)
Door;871;1772;1772;0;(0, 0, 0);(0.485632, 0.975, 0.067016)
Door;676;1314;1314;0;(0, 0, 0);(0.188867, 0.975, 0.503665)
Door;2447;4410;4410;0;(0, 0, 0);(0.48635, 0.975, 0.135169)
Door;858;1617;1617;0;(0, 0, 0);(0.521695, 0.975, 0.115777)
Door;2695;4338;4338;0;(0, 0, 0);(0.476846, 0.975, 0.120993)
Door;716;1328;1328;0;(0, 0, 0);(0.547013, 0.975, 0.119732)
Door;716;1446;1446;0;(0, 0, 0);(0.566616, 0.975, 0.125402)
Door;1336;2620;2620;0;(0, 0, 0);(0.609224, 0.975, 0.214508)
Door;128;252;252;0;(0, 0, 0);(0.857435, 0.975, 0.104125)
Door;124;252;252;0;(0, 0, 0);(0.61576, 0.975, 0.104125)
Door;3232;6406;6406;0;(0, 0, 0);(0.975, 0.953723, 0.210779)
Door;128;183;183;0;(0, 0, 0);(0.950965, 0.975, 0.15807)
Door;3724;7332;7332;0;(0, 0, 0);(0.756079, 0.975, 0.121945)
Door;2018;3790;3790;0;(0, 0, 0);(0.975, 0.972989, 0.11953)
Door;336;564;564;0;(0, 0, 0);(0.691337, 0.975, 0.190569)
Door;336;564;564;0;(0, 0, 0);(0.691337, 0.975, 0.190569)
Door;1974;4084;4084;0;(0, 0, 0);(0.975, 0.935516, 0.136363)
Door;300;575;575;0;(0, 0, 0);(0.975, 0.874286, 0.105008)
Drum;5506;32619;32619;0;(-0.162762, -0.171664, -0.001215);(0.164431, 0.150061, 0.705)
Drum;1800;7752;7752;0;(0, 0, -0.017463);(1.57793, 1.20977, 1.08903)
Drum;36;204;204;0;(0, -0.415186, -0.271338);(1.75136, 0.685989, 0.427939)
Drum;8433;37275;37275;0;(0, -0.017525, 0);(1.73658, 0.779621, 0.658813)
Drum;651;3894;3894;0;(0, 0, 0);(2.2152, 1.27003, 1.155)
Drum;1800;11628;11628;0;(0, 0, -0.017463);(1.00722, 1.02803, 1.08903)
Drum;5561;33351;33351;0;(0, 0, -0.000222921);(1.68205, 0.967894, 0.673616)
Drum;1609;9414;9414;0;(-0.411341, 0, 0);(0.321155, 1.43157, 1.25095)
Drum;168;1128;1128;0;(0, 0, 0);(1.49901, 1.36776, 0.76835)
Drum;4790;30513;30513;0;(-0.015297, -0.439469, -0.008625);(0.501016, 0.461281, 0.607176)
Drum;360;1362;1362;0;(0, 0, 0);(4.37073, 1.01878, 2.4384)
Drum;1296;8244;8244;0;(0, 0, -0.06985);(15.763, 13.7324, 2.413)
Drum;240;1572;1572;0;(0, 0, 0);(3.16497, 2.46406, 1.45216)
Drum;444;2754;2754;0;(-0.030871, 0, -0.0254);(0.508717, 0.799067, 0.6604)
Drum;169;1329;1329;0;(-2.29036, -2.29036, -3.48402);(2.29036, 2.29036, 3.03777)
Drum;102;132;132;0;(0, 0, 0);(2.04694, 1.69872, 0.380591)
Drum;5390;33603;33603;0;(-0.148802, -0.144365, 0);(0.137049, 0.148128, 0.262762)
Drum;7993;50202;50202;0;(0, 0, 0);(2.18442, 1.32317, 0.940617)
Drum;5653;33699;33699;0;(0, 0, 0);(0.5834, 0.5834, 0.9578)
Drum;1835;11316;11316;0;(-0.159663, -0.080963, -0.020004);(0.002263, 0.080963, 0.020325)
Fish;4240;6966;6966;0;(-1.05518, -0.391369, -0.333878);(0.713382, 0.393205, 0.301967)
Fish;3912;6524;6524;0;(-1.13572, -0.372513, -0.253468);(0.686773, 0.440886, 0.241286)
Fish;3952;6672;6672;0;(-1.10237, -0.254958, -0.27225);(0.679145, 0.312526, 0.252203)
Fish;3760;6304;6304;0;(-0.692617, -0.307941, -0.194262);(1.06053, 0.336987, 0.197573)
Fish;3048;5286;5286;0;(-0.587419, -0.527408, -0.336707);(1.10759, 0.443986, 0.301658)
Fish;4264;7130;7130;0;(-0.721566, -0.289676, -0.300528);(1.05587, 0.333963, 0.315419)
Fish;4006;6628;6628;0;(-1.12676, -0.621018, -0.40586);(0.56197, 0.484538, 0.376034)
Fish;4072;6838;6838;0;(-1.10406, -0.484354, -0.325496);(0.686576, 0.454548, 0.302995)
Fish;3206;5549;5549;0;(-1.118, -0.417415, -0.311242);(0.607424, 0.470559, 0.312823)
Fish;3820;6412;6412;0;(-0.659736, -0.352784, -0.256018);(1.04382, 0.415455, 0.226104)
Fish;3784;6348;6348;0;(-1.0845, -0.375535, -0.333079);(0.656868, 0.3473, 0.322133)
Fish;3934;6652;6652;0;(-1.10596, -0.428851, -0.313088);(0.668295, 0.492231, 0.30638)
Fish;3712;6334;6334;0;(-0.767358, -0.369286, -0.335369);(1.02978, 0.346372, 0.28666)
Fish;3374;5704;5704;0;(-1.07007, -0.396668, -0.327637);(0.622697, 0.339332, 0.327741)
Fish;3928;6526;6526;0;(-0.670672, -0.416426, -0.38279);(0.983972, 0.362117, 0.358377)
Fish;3980;6672;6672;0;(-0.825399, -0.373849, -0.388286);(1.08561, 0.291511, 0.370291)
Fish;5046;8098;8098;0;(-1.05002, -0.40181, -0.263805);(0.736929, 0.303088, 0.253426)
Fish;4122;6824;6824;0;(-0.667665, -0.438726, -0.410754);(1.15983, 0.643516, 0.396006)
Fish;4382;7318;7318;0;(-0.653742, -0.398371, -0.379845);(1.10412, 0.353582, 0.360212)
Fish;3427;5798;5798;0;(-1.0048, -0.320455, -0.549373);(0.653998, 0.364705, 0.55313)
FloorLamp;871;1376;1376;0;(-0.512066, -0.274079, -0.358054);(0.857443, 0.454505, 0.3706)
FloorLamp;3756;7472;7472;0;(-0.570333, -0.573733, -0.545006);(0.523427, 0.521013, 1.03716)
FloorLamp;7694;15316;15316;0;(-0.625938, -0.507875, -0.520385);(0.980022, 0.542201, 0.52978)
FloorLamp;5097;9970;9970;0;(-0.840113, -0.577233, -0.242279);(0.802181, 0.310548, 0.330316)
FloorLamp;1322;2632;2632;0;(-0.654154, -0.544531, -0.556888);(0.895962, 0.567995, 0.55567)
FloorLamp;3767;7212;7212;0;(-0.495216, -0.649654, -0.673652);(0.979268, 0.664287, 0.640507)
FloorLamp;14213;18962;18962;0;(-0.757635, -0.465739, -0.466686);(0.821496, 0.486915, 0.485898)
FloorLamp;4018;6750;6750;0;(-0.616008, -0.632876, -0.641696);(0.925216, 0.66224, 0.637348)
FloorLamp;4911;8434;8434;0;(-0.963398, -0.671227, -0.662706);(0.622239, 0.665523, 0.674666)
FloorLamp;4282;8487;8487;0;(-0.87269, -0.515695, -0.311082);(0.400885, 0.357133, 0.360995)
FloorLamp;11136;26964;26964;0;(-0.911632, -0.509476, -0.511188);(0.585602, 0.51286, 0.510969)
FloorLamp;39647;46682;46682;0;(-1.14269, -0.444224, -0.578098);(0.828597, 0.752447, 0.620116)
FloorLamp;1128;2240;2240;0;(-0.762766, -0.524981, -0.518862);(0.825336, 0.506107, 0.513242)
FloorLamp;3339;6672;6672;0;(-0.798935, -0.568265, -0.489934);(0.773809, 0.44833, 0.533116)
FloorLamp;15152;30052;30052;0;(-0.947539, -0.42432, -0.431938);(0.73091, 0.433591, 0.425882)
FloorLamp;14464;28920;28920;0;(-0.868267, -0.597088, -0.65649);(0.608237, 0.720198, 0.676295)
FloorLamp;1819;3632;3632;0;(-0.91812, -0.369781, -0.503533);(0.8264, 0.6119, 0.487681)
FloorLamp;17626;34872;34872;0;(-0.817161, -0.425956, -0.449487);(0.860374, 0.464848, 0.439694)
FloorLamp;8300;16560;16560;0;(-0.750376, -0.508289, -0.498685);(0.844038, 0.459079, 0.474606)
FloorLamp;454;816;816;0;(-0.46224, -0.56175, -0.448819);(1.0173, 0.360743, 0.47492)
FloorLamp;4440;8828;8828;0;(0, 0, 0);(0.381876, 0.975, 0.417182)
FloorLamp;1622;3232;3232;0;(0, 0, 0);(0.134223, 0.975, 0.134222)
FloorLamp;361;696;696;0;(0, 0, 0);(0.174245, 0.975, 0.174245)
FloorLamp;5584;11058;11058;0;(0, 0, 0);(0.124357, 0.975, 0.116258)
FloorLamp;778;1528;1528;0;(0, 0, 0);(0.144523, 0.975, 0.144523)
FloorLamp;54;88;88;0;(0, 0, 0);(0.099219, 0.975, 0.20127)
FloorLamp;78;120;120;0;(0, 0, 0);(0.284805, 0.975, 0.249998)
FloorLamp;46;76;76;0;(0, 0, 0);(0.171154, 0.975, 0.368539)
Glasses;6852;11300;11300;0;(-0.731417, -0.349702, -0.156199);(0.570185, 0.931312, 0.169875)
Glasses;6519;12656;12656;0;(-0.487773, -0.498747, -0.213041);(0.639588, 0.555236, 0.214302)
Glasses;1524;3000;3000;0;(-0.541097, -0.533612, -0.174802);(0.680598, 0.6235, 0.132124)
Glasses;408;700;700;0;(-0.820419, -1.05912, -0.181248);(0.744221, 0.462371, 0.089982)
Glasses;1566;3092;3092;0;(-0.80163, -0.587238, -0.108938);(0.310515, 0.393097, 0.258456)
Glasses;6852;11300;11300;0;(-0.72408, -0.341379, -0.158945);(0.574905, 0.932688, 0.166407)
Glasses;4230;8368;8368;0;(-0.612564, -0.450059, -0.197618);(0.628517, 0.642733, 0.102281)
Glasses;17472;32776;32776;0;(-0.721997, -0.394149, -0.102883);(0.444237, 0.891509, 0.122972)
Glasses;3019;5960;5960;0;(-0.66284, -0.782738, -0.245093);(0.427605, 0.282376, 0.142124)
Glasses;13986;25604;25604;0;(-0.877076, -0.454786, -0.083929);(0.419126, 0.850503, 0.132444)
Glasses;220;868;868;0;(-0.692427, -0.563963, -0.17177);(0.71929, 0.838516, 0.188258)
Glasses;10770;18568;18568;0;(-0.686586, -0.486169, -0.117187);(0.69791, 0.902648, 0.109791)
Glasses;1836;3624;3624;0;(-0.721225, -0.358598, -0.233443);(0.523228, 0.847668, 0.191492)
Glasses;3334;6336;6336;0;(-0.483262, -0.868901, -0.127724);(0.648804, 0.380136, 0.09945)
Glasses;696;1364;1364;0;(-0.592931, -0.442166, -0.220315);(0.650733, 0.640606, 0.23731)
Glasses;15752;30220;30220;0;(-0.739573, -0.950918, -0.123246);(0.543667, 0.332378, 0.088174)
Glasses;2864;5414;5414;0;(-0.799376, -0.656955, -0.262726);(0.607667, 0.660164, 0.14246)
Glasses;2804;5504;5504;0;(-0.853373, -0.29359, -0.056078);(0.503224, 1.06823, 0.153361)
Glasses;312;280;280;0;(-0.525878, -0.389073, -0.151849);(0.778809, 0.892906, 0.109602)
Glasses;2199;4312;4312;0;(-0.737751, -0.996489, -0.122722);(0.459597, 0.253962, 0.137724)
Guitar;3655;7019;7019;0;(-0.796232, -0.262497, -0.054427);(0.751486, 0.27479, 0.109924)
Guitar;28373;50370;50370;0;(-0.954516, -0.18077, -0.040154);(0.464493, 0.200318, 0.02737)
Guitar;8889;17465;17465;0;(-0.750277, -0.267778, -0.03372);(0.80501, 0.303992, 0.055867)
Guitar;270;448;448;0;(-0.736794, -0.21092, -0.120674);(0.808166, 0.246712, 0.02709)
Guitar;2013;2871;2871;0;(-0.662394, -0.218193, -0.046556);(0.834363, 0.256949, 0.052156)
Guitar;1068;1998;1998;0;(-0.802099, -0.325662, -0.122863);(1.00169, 0.298917, 0.090693)
Guitar;7781;12087;12087;0;(-0.669757, -0.33698, -0.137126);(0.860566, 0.302068, 0.112353)
Guitar;32795;64993;64993;0;(-0.742286, -0.285896, -0.062144);(0.775042, 0.246724, 0.129719)
Guitar;1491;2575;2575;0;(-1.04142, -0.226905, -0.08488);(0.464543, 0.207119, 0.083787)
Guitar;947;1397;1397;0;(-0.861591, -0.187211, -0.151303);(0.777109, 0.326456, 0.097247)
Guitar;4694;9011;9011;0;(-0.872283, -0.288835, -0.093521);(0.587531, 0.2832, 0.055506)
Guitar;8636;16932;16932;0;(-0.787248, -0.239581, -0.047724);(0.8791, 0.270428, 0.064037)
Guitar;3016;5657;5657;0;(-0.844418, -0.240079, -0.140326);(0.698593, 0.411624, 0.111249)
Guitar;32748;47406;47406;0;(-0.826765, -0.175486, -0.069655);(0.640354, 0.204035, 0.063467)
Guitar;1864;3600;3600;0;(-0.726362, -0.239725, -0.08063);(0.720691, 0.227699, 0.07686)
Guitar;10340;20236;20236;0;(-0.663169, -0.278976, -0.021161);(0.856067, 0.145906, 0.060895)
Guitar;1033;1932;1932;0;(-1.04426, -0.213903, -0.072762);(0.431459, 0.315375, 0.061381)
Guitar;8251;11008;11008;0;(-0.774865, -0.305031, -0.015852);(0.791883, 0.309747, 0.029027)
Guitar;9253;13769;13769;0;(-0.878815, -0.313658, -0.132861);(0.725749, 0.30587, 0.214252)
Guitar;29495;58093;58093;0;(-0.674278, -0.286515, -0.057612);(0.860378, 0.219462, 0.123724)
Gun;1931;1654;1654;0;(-0.795672, -0.453606, -0.096347);(0.776603, 0.434456, 0.151426)
Gun;5308;10332;10332;0;(-1.04743, -0.362179, -0.112803);(0.796371, 0.405965, 0.104621)
Gun;4462;8734;8734;0;(-1.01718, -0.329426, -0.126773);(0.834684, 0.33998, 0.108157)
Gun;364;704;704;0;(-0.774471, -0.435366, -0.109726);(0.976852, 0.412921, 0.103612)
Gun;302;572;572;0;(-0.79135, -0.452913, -0.153678);(1.02624, 0.546079, 0.101841)
Gun;5558;10640;10640;0;(-0.781536, -0.608466, -0.128401);(1.0094, 0.451569, 0.146249)
Gun;16366;31917;31917;0;(-0.482214, -0.442009, -0.150585);(1.0129, 0.359644, 0.103934)
Gun;6826;6484;6484;0;(-1.01113, -0.578126, -0.168384);(0.681548, 0.35909, 0.179591)
Gun;2121;4229;4229;0;(-0.645559, -0.260866, -0.05666);(1.01275, 0.221899, 0.065709)
Gun;299;558;558;0;(-0.755681, -0.426545, -0.166549);(1.05437, 0.624702, 0.122758)
Gun;3835;7618;7618;0;(-1.08173, -0.268859, -0.131851);(0.778063, 0.456446, 0.167787)
Gun;4651;9270;9270;0;(-0.896468, -0.548704, -0.142997);(1.00275, 0.480884, 0.157207)
Gun;10850;21237;21237;0;(-0.816858, -0.405542, -0.07611);(0.948911, 0.486052, 0.106463)
Gun;2147;3772;3772;0;(-0.88917, -0.142298, -0.069242);(0.967026, 0.25725, 0.040597)
Gun;3338;6668;6668;0;(-0.745833, -0.401651, -0.222344);(1.13767, 0.703257, 0.121953)
Gun;300;564;564;0;(-0.541029, -0.314238, -0.088182);(1.0134, 0.294637, 0.064344)
Gun;17257;34169;34169;0;(-0.754944, -0.584595, -0.132595);(0.996926, 0.306185, 0.13543)
Gun;11855;23596;23596;0;(-0.842559, -0.297612, -0.119141);(0.976257, 0.279814, 0.120482)
Gun;1026;1394;1394;0;(-0.822144, -0.551779, -0.112555);(1.02365, 0.602898, 0.070117)
Gun;28870;56646;56646;0;(-1.23352, -0.405593, -0.156665);(0.633474, 0.572147, 0.180521)
Gun;1238;2428;2428;0;(0, 0, 0);(0.975, 0.613562, 0.128121)
Gun;1094;1945;1945;0;(0, 0, 0);(0.975, 0.68525, 0.138763)
Gun;1460;2464;2464;0;(0, 0, 0);(0.975, 0.660075, 0.158238)
Gun;91;130;130;0;(0, 0, 0);(0.268671, 0.639117, 0.975)
Gun;4950;10198;10198;0;(0, 0, 0);(0.194431, 0.704267, 0.975)
Gun;2162;4300;4300;0;(0, 0, 0);(0.975, 0.466906, 0.16723)
Gun;1064;2088;2088;0;(0, 0, 0);(0.975, 0.555676, 0.114499)
Gun;364;704;704;0;(0, 0, 0);(0.148819, 0.575499, 0.975)
Gun;15763;31098;31098;0;(0, 0, 0);(0.1677, 0.573957, 0.975)
Gun;18283;36520;36520;0;(0, 0, 0);(0.230622, 0.7468, 0.975)
Gun;293;560;560;0;(0, 0, 0);(0.189951, 0.617093, 0.975)
Gun;1181;2291;2291;0;(0, 0, 0);(0.975, 0.497961, 0.165304)
Gun;1085;3260;3260;0;(0, 0, 0);(0.15705, 0.526839, 0.975)
Gun;370;668;668;0;(0, 0, 0);(0.975, 0.151189, 0.54785)
Gun;460;828;828;0;(0, 0, 0);(0.975, 0.156909, 0.960369)
Gun;502;922;922;0;(0, 0, 0);(0.975, 0.13951, 0.558544)
Gun;4651;9270;9270;0;(0, 0, 0);(0.975, 0.721188, 0.199559)
Gun;1847;3500;3500;0;(0, 0, 0);(0.184942, 0.685913, 0.975)
Gun;13440;26860;26860;0;(0, 0, 0);(0.975, 0.69407, 0.267973)
Gun;767;1500;1500;0;(0, 0, 0);(0.115473, 0.421568, 0.975)
Gun;1414;2538;2538;0;(0, 0, 0);(0.095224, 0.307539, 0.975)
Gun;1070;1832;1832;0;(0, 0, 0);(0.10005, 0.164887, 0.975)
Gun;3285;6538;6538;0;(0, 0, 0);(0.975, 0.336501, 0.071794)
Gun;1190;2302;2302;0;(0, 0, 0);(0.075425, 0.237805, 0.975)
Gun;140;252;252;0;(0, 0, 0);(0.068667, 0.238619, 0.975)
Gun;7722;15199;15199;0;(0, 0, 0);(0.071835, 0.254259, 0.975)
Gun;438;640;640;0;(0, 0, 0);(0.975, 0.274906, 0.114237)
Gun;485;910;910;0;(0, 0, 0);(0.194667, 0.269866, 0.975)
Gun;3330;6623;6623;0;(0, 0, 0);(0.975, 0.147214, 0.060332)
Gun;1305;2216;2216;0;(0, 0, 0);(0.066242, 0.212036, 0.975)
Gun;2003;3774;3774;0;(0, 0, 0);(0.078136, 0.243081, 0.975)
Gun;2823;5500;5500;0;(0, 0, 0);(0.060861, 0.117672, 0.975)
Gun;630;1160;1160;0;(0, 0, 0);(0.975, 0.08651, 0.284788)
Gun;550;926;926;0;(0, 0, 0);(0.975, 0.090654, 0.299704)
Gun;502;932;932;0;(0, 0, 0);(0.190799, 0.093371, 0.975)
Gun;27919;55732;55732;0;(0, 0, 0);(0.975, 0.520892, 0.330532)
Gun;280;550;550;0;(0, 0, 0);(0.187948, 0.337259, 0.975)
Gun;879;1721;1721;0;(0, 0, 0);(0.975, 0.10846, 0.256575)
Hand;7929;15855;15855;0;(0, 0, 0);(0.576129, 0.975, 0.67506)
Hand;8524;17044;17044;0;(-0.392205, -0.716188, -0.321593);(0.324763, 0.978171, 0.425116)
Hand;799;1710;1710;0;(0, 0, 0);(0.975, 0.39912, 0.522038)
Hand;114;204;204;0;(0, 0, 0);(0.795743, 0.975, 0.40055)
Hand;1546;2878;2878;0;(0, 0, 0);(0.465624, 0.975, 0.533065)
Hand;1521;2828;2828;0;(0, 0, 0);(0.426691, 0.975, 0.525357)
Hand;421;837;837;0;(0, 0, 0);(0.384709, 0.975, 0.563866)
Hand;8471;16938;16938;0;(-0.438509, -0.763159, -0.282379);(0.357895, 0.989234, 0.378968)
Hand;6191;12378;12378;0;(0, 0, 0);(0.87866, 0.975, 0.354297)
Hand;2248;4466;4466;0;(0, 0, 0);(0.190557, 0.134926, 0.975)
Hand;6038;12072;12072;0;(0, 0, 0);(0.975, 0.850934, 0.263156)
Hand;1557;3110;3110;0;(0, 0, 0);(0.572276, 0.346703, 0.975)
Hand;25001;49998;49998;0;(0, 0, 0);(0.354705, 0.293481, 0.975)
Hand;1198;2392;2392;0;(0, 0, 0);(0.858363, 0.783293, 0.975)
Hand;1547;3090;3090;0;(0, 0, 0);(0.489372, 0.367234, 0.975)
Hand;43386;86361;86361;0;(0, 0, 0);(0.351535, 0.975, 0.370544)
Hand;386;768;768;0;(0, 0, 0);(0.775154, 0.395345, 0.975)
Hand;7112;14220;14220;0;(-0.527846, -0.584171, -0.265788);(0.706539, 0.991672, 0.368778)
Hand;1925;3846;3846;0;(0, 0, 0);(0.245675, 0.179601, 0.975)
Hand;7314;14624;14624;0;(-0.409487, -0.623273, -0.258065);(0.345461, 0.982069, 0.348208)
Hand;43386;86361;86361;0;(0, 0, 0);(0.351535, 0.975, 0.370544)
Hand;25001;49998;49998;0;(0, 0, 0);(0.354705, 0.293481, 0.975)
Hand;1546;2878;2878;0;(0, 0, 0);(0.465624, 0.975, 0.533065)
Hand;1521;2828;2828;0;(0, 0, 0);(0.426691, 0.975, 0.525357)
Hand;386;768;768;0;(0, 0, 0);(0.775154, 0.395345, 0.975)
