class; aligned_on_x ; aligned_on_y ; aligned_on_z ; flipped_on_x ; flipped_on_y ; flipped_on_z
NonWheelChair;0;0;1;1;1;1
NonWheelChair;0;0;1;1;1;1
NonWheelChair;0;0;0;1;1;1
NonWheelChair;0;0;1;1;1;1
NonWheelChair;0;0;0;1;1;1
NonWheelChair;0;0;1;1;1;1
NonWheelChair;0;0;1;1;1;1
NonWheelChair;0;0;0;1;1;1
NonWheelChair;0;0;1;1;1;1
NonWheelChair;0;0;0;1;1;1
NonWheelChair;0;0;1;1;1;1
NonWheelChair;0;0;1;1;1;1
NonWheelChair;0;0;1;1;1;1
NonWheelChair;0;0;1;1;1;1
NonWheelChair;0;0;0;1;1;1
NonWheelChair;0;0;1;1;1;1
NonWheelChair;0;0;1;1;1;1
NonWheelChair;0;0;1;1;1;1
NonWheelChair;0;0;1;1;1;1
NonWheelChair;0;0;1;1;1;1
NonWheelChair;0;0;0;1;1;1
NonWheelChair;0;0;1;1;1;1
NonWheelChair;0;0;1;1;1;1
NonWheelChair;0;0;1;1;1;1
NonWheelChair;0;0;1;1;1;1
NonWheelChair;0;0;1;1;1;1
NonWheelChair;0;0;1;1;1;1
NonWheelChair;0;0;1;1;1;1
NonWheelChair;0;0;1;1;1;1
NonWheelChair;0;0;1;1;1;1
NonWheelChair;0;0;1;1;1;1
NonWheelChair;1;0;0;1;1;1
NonWheelChair;0;0;1;1;1;1
NonWheelChair;1;0;0;1;1;1
NonWheelChair;0;0;1;1;1;1
NonWheelChair;0;0;1;1;1;1
NonWheelChair;0;0;0;1;1;1
NonWheelChair;0;0;1;1;1;1
PianoBoard;0;0;1;1;1;1
PianoBoard;0;0;0;1;1;1
PianoBoard;1;1;1;1;1;1
PianoBoard;1;0;0;1;1;1
PianoBoard;1;0;0;1;1;1
PianoBoard;1;0;0;1;1;1
PianoBoard;1;0;0;0;1;1
PianoBoard;0;0;1;1;1;1
PianoBoard;0;0;0;1;1;1
PianoBoard;1;0;0;1;0;1
PianoBoard;1;1;1;1;1;1
PianoBoard;1;0;0;1;1;1
PianoBoard;0;0;0;1;1;1
PianoBoard;1;0;0;1;1;1
PianoBoard;0;0;1;0;1;1
PianoBoard;0;0;0;1;1;1
PianoBoard;0;0;0;1;0;1
PianoBoard;1;0;0;1;1;1
PianoBoard;0;0;0;1;1;1
PianoBoard;0;0;0;1;1;1
PlantIndoors;1;1;1;1;1;0
PlantIndoors;1;1;1;0;0;0
PlantIndoors;0;0;0;1;1;1
PlantIndoors;1;1;1;1;1;1
PlantIndoors;1;1;1;1;0;0
PlantIndoors;1;0;0;0;0;1
PlantIndoors;1;1;1;1;1;1
PlantIndoors;1;1;1;0;0;1
PlantIndoors;1;1;1;1;0;0
PlantIndoors;1;1;0;0;1;0
PlantIndoors;1;0;0;1;0;1
PlantIndoors;1;1;1;0;0;0
PlantIndoors;1;1;1;1;1;0
PlantIndoors;1;1;1;0;0;0
PlantIndoors;1;1;1;1;0;0
PlantIndoors;1;1;1;1;1;0
PlantIndoors;1;1;1;1;0;0
PlantIndoors;1;1;1;1;1;0
PlantIndoors;1;1;1;0;0;0
PlantIndoors;1;1;1;0;0;1
PlantIndoors;1;1;1;1;1;1
PlantIndoors;0;0;1;1;1;1
PlantIndoors;1;0;0;1;1;1
PlantIndoors;1;0;0;1;1;1
PlantIndoors;0;0;1;1;1;1
PlantIndoors;0;0;1;1;1;1
PlantIndoors;1;0;0;1;1;1
PlantIndoors;0;0;1;1;1;1
PlantIndoors;0;0;1;1;1;1
PlantIndoors;0;0;1;1;1;1
PlantIndoors;0;0;1;1;1;1
PlantIndoors;0;0;1;1;1;1
PlantIndoors;1;0;0;1;1;1
PlantIndoors;0;0;1;1;1;1
PlantIndoors;0;0;0;1;1;1
PlantIndoors;0;0;1;1;1;1
PlantIndoors;0;0;0;1;1;1
PlantIndoors;0;0;1;1;1;1
PlantIndoors;0;0;0;1;1;1
PlantIndoors;0;0;1;1;1;1
PlantIndoors;0;0;1;1;1;1
PlantIndoors;0;0;1;1;1;1
PlantIndoors;1;0;0;1;1;1
PlantIndoors;1;0;0;1;1;1
PlantIndoors;0;0;0;1;1;1
PlantIndoors;0;0;1;1;1;1
PlantIndoors;0;0;0;1;1;1
PlantIndoors;1;1;1;1;1;1
PlantIndoors;0;0;0;1;1;1
PlantIndoors;1;1;1;1;1;1
PlantIndoors;0;0;0;1;1;1
PlantIndoors;0;0;1;1;1;1
PlantIndoors;1;0;0;1;1;1
PlantIndoors;0;0;1;1;1;1
PlantIndoors;0;0;1;1;1;1
PlantIndoors;1;1;1;1;1;1
PlantIndoors;1;0;0;1;1;1
PlantIndoors;1;0;0;1;1;1
PlantIndoors;0;0;1;1;1;1
PlantIndoors;1;1;1;1;1;1
PlantIndoors;0;0;0;1;1;1
PlantIndoors;0;0;1;1;1;1
PlantIndoors;0;0;0;1;1;1
PlantIndoors;0;0;0;1;1;1
PlantIndoors;0;0;1;1;1;1
PlantWildNonTree;0;0;1;1;1;1
PlantWildNonTree;1;0;0;1;1;1
PlantWildNonTree;0;0;1;1;1;1
PlantWildNonTree;0;0;0;1;1;1
PlantWildNonTree;0;0;1;1;1;1
PlantWildNonTree;0;0;0;1;1;1
PlantWildNonTree;1;0;0;1;1;1
PlantWildNonTree;0;1;0;1;1;1
PlantWildNonTree;0;1;0;1;1;1
PlantWildNonTree;1;1;1;1;1;1
PlantWildNonTree;1;1;1;1;1;1
PlantWildNonTree;0;0;1;1;1;1
PlantWildNonTree;0;0;1;1;1;1
PlantWildNonTree;0;0;1;1;1;1
PlantWildNonTree;0;0;0;1;1;1
PlantWildNonTree;0;0;1;1;1;1
PlantWildNonTree;0;0;0;1;1;1
PlantWildNonTree;0;0;0;1;1;1
PlantWildNonTree;0;0;0;1;1;1
PlantWildNonTree;0;0;1;1;1;1
PlantWildNonTree;0;0;1;1;1;1
PlantWildNonTree;0;0;0;1;1;1
PlantWildNonTree;0;0;1;1;1;1
PlantWildNonTree;0;0;1;1;1;1
PlantWildNonTree;0;1;0;1;1;1
PlantWildNonTree;0;0;0;1;1;1
PlantWildNonTree;0;0;1;1;1;1
Quadruped;1;1;1;1;0;1
Quadruped;1;1;1;1;1;1
Quadruped;1;1;1;1;0;1
Quadruped;1;1;1;0;0;1
Quadruped;1;1;1;1;1;0
Quadruped;1;1;1;0;0;1
Quadruped;1;1;1;1;0;0
Quadruped;1;1;1;0;1;0
Quadruped;1;1;1;1;1;0
Quadruped;1;1;1;1;1;0
Quadruped;1;1;1;0;1;0
Quadruped;1;1;1;0;1;0
Quadruped;1;1;1;0;1;0
Quadruped;1;1;1;0;1;0
Quadruped;1;1;1;1;1;0
Quadruped;1;1;1;1;0;0
Quadruped;1;1;1;1;0;0
Quadruped;1;1;1;0;1;1
Quadruped;1;1;1;0;0;1
Quadruped;1;1;1;1;0;1
Quadruped;0;0;0;1;1;1
Quadruped;0;1;0;1;1;1
Quadruped;0;1;0;1;1;1
Quadruped;0;1;0;1;1;1
Quadruped;1;1;1;1;1;1
Quadruped;0;1;0;1;1;1
Quadruped;0;1;0;1;1;1
Quadruped;0;1;0;1;1;1
Quadruped;1;1;1;1;1;1
Quadruped;0;0;1;1;1;1
Quadruped;0;1;0;1;1;1
Quadruped;0;1;0;1;1;1
Quadruped;1;1;1;1;1;1
Quadruped;0;1;0;1;1;1
Quadruped;1;0;0;1;1;1
Quadruped;0;0;0;1;1;1
Quadruped;0;1;0;1;1;1
Quadruped;1;0;0;1;1;1
Quadruped;0;0;0;1;1;1
Quadruped;0;0;0;1;1;1
Quadruped;0;0;1;1;1;1
Quadruped;1;1;1;1;1;1
Quadruped;0;0;0;1;1;1
Quadruped;0;1;0;1;1;1
Quadruped;0;1;0;1;1;1
Quadruped;0;1;0;1;1;1
Quadruped;0;1;0;1;1;1
Quadruped;0;1;0;1;1;1
Quadruped;0;1;0;1;1;1
Quadruped;0;1;0;1;1;1
Quadruped;1;1;1;1;1;1
Quadruped;0;1;0;1;0;0
Quadruped;0;1;0;1;1;1
Quadruped;0;1;0;1;1;1
Quadruped;0;1;0;1;1;1
Quadruped;0;1;0;1;1;1
Quadruped;0;1;0;1;1;1
RectangleTable;1;1;1;1;1;1
RectangleTable;1;1;1;1;1;0
RectangleTable;1;1;1;1;0;1
RectangleTable;0;0;1;0;1;1
RectangleTable;1;0;0;1;1;0
RectangleTable;1;1;1;0;1;0
RectangleTable;1;1;1;0;1;1
RectangleTable;0;0;1;0;0;1
RectangleTable;1;1;1;0;1;1
RectangleTable;1;1;1;0;1;0
RectangleTable;1;1;1;0;1;1
RectangleTable;1;1;1;1;0;0
RectangleTable;1;1;1;0;0;1
RectangleTable;1;1;1;1;0;0
RectangleTable;1;1;1;0;0;0
RectangleTable;1;1;1;1;1;0
RectangleTable;1;1;1;1;0;0
RectangleTable;1;1;1;0;1;1
RectangleTable;1;1;1;0;1;1
RectangleTable;1;0;0;0;0;1
RectangleTable;1;1;1;1;1;1
RectangleTable;0;0;0;1;1;1
RectangleTable;1;1;1;1;1;1
RectangleTable;0;0;0;1;1;1
RectangleTable;0;0;1;1;1;1
RectangleTable;1;0;0;1;1;1
RectangleTable;0;0;0;1;1;1
RectangleTable;1;0;0;1;1;1
RectangleTable;1;0;0;1;1;1
RectangleTable;1;0;0;1;1;1
RectangleTable;1;0;0;1;1;1
RectangleTable;0;0;1;1;1;1
RectangleTable;1;0;0;1;1;1
RectangleTable;1;1;1;1;1;1
RectangleTable;1;1;1;1;1;1
RectangleTable;1;0;0;1;1;1
RectangleTable;1;0;0;1;1;1
RectangleTable;1;1;1;1;1;1
RectangleTable;1;0;0;1;1;1
RectangleTable;0;0;0;1;1;1
RectangleTable;1;1;1;1;1;1
RectangleTable;1;0;0;1;1;1
RectangleTable;1;0;0;1;1;1
RectangleTable;1;1;1;1;1;1
RectangleTable;1;0;0;1;1;1
RectangleTable;1;0;0;1;1;1
RectangleTable;0;0;0;1;1;1
RectangleTable;1;1;1;1;1;1
RectangleTable;1;0;0;1;1;1
RectangleTable;1;0;0;1;1;1
RectangleTable;1;1;1;1;1;1
RectangleTable;0;0;0;1;1;1
RectangleTable;1;0;0;1;1;1
RectangleTable;0;0;0;1;1;1
RectangleTable;0;0;0;1;1;1
RectangleTable;1;0;0;1;1;1
RectangleTable;1;0;0;1;1;1
RectangleTable;1;0;0;1;1;1
RectangleTable;0;1;0;1;1;1
RectangleTable;1;0;0;1;1;1
RectangleTable;1;1;1;1;1;1
RectangleTable;1;0;0;1;1;1
RectangleTable;0;0;0;1;1;1
RectangleTable;1;1;1;1;1;1
Rocket;1;1;1;1;1;1
Rocket;1;1;1;0;1;0
Rocket;1;0;0;1;0;0
Rocket;1;1;1;0;1;1
Rocket;1;1;1;0;0;0
Rocket;1;1;1;0;1;0
Rocket;1;0;0;0;1;0
Rocket;1;1;1;0;1;0
Rocket;1;1;1;1;0;0
Rocket;1;1;1;1;1;1
Rocket;1;1;1;0;0;1
Rocket;1;1;1;1;1;0
Rocket;1;1;1;0;1;1
Rocket;1;1;1;1;1;0
Rocket;1;1;1;1;0;0
Rocket;1;0;0;0;0;0
Rocket;1;0;0;1;1;0
Rocket;1;1;1;0;1;1
Rocket;1;0;0;1;0;0
Rocket;1;0;0;0;1;1
RoundTable;1;1;1;1;1;0
RoundTable;1;0;0;0;1;0
RoundTable;1;1;1;1;1;1
RoundTable;0;0;1;1;0;0
RoundTable;1;1;1;0;0;1
RoundTable;0;0;0;0;0;0
RoundTable;0;0;1;1;1;0
RoundTable;1;1;1;1;0;0
RoundTable;1;1;1;1;0;1
RoundTable;1;0;0;1;0;0
RoundTable;0;0;1;0;0;1
RoundTable;1;1;1;1;0;0
RoundTable;1;1;1;1;1;1
RoundTable;0;0;1;0;1;0
RoundTable;0;0;1;0;1;1
RoundTable;1;0;0;0;1;1
RoundTable;1;0;0;1;1;0
RoundTable;0;0;0;0;0;0
RoundTable;1;1;1;1;1;0
RoundTable;1;1;1;1;1;0
RoundTable;1;0;0;1;1;1
RoundTable;0;0;0;1;1;1
RoundTable;1;0;0;1;1;1
RoundTable;0;0;0;1;1;1
RoundTable;0;0;0;1;1;1
RoundTable;0;0;0;1;1;1
RoundTable;1;0;0;1;1;1
RoundTable;0;0;1;1;1;1
RoundTable;0;0;1;1;1;1
RoundTable;0;0;1;1;1;1
RoundTable;0;0;0;1;1;1
RoundTable;0;0;0;1;1;1
RoundTable;1;0;0;1;1;1
RoundTable;1;0;0;1;1;1
RoundTable;0;0;1;1;1;1
RoundTable;0;0;1;1;1;1
RoundTable;0;1;0;1;1;1
Shelf;1;1;1;0;0;0
Shelf;1;1;1;1;1;0
Shelf;1;1;1;1;0;0
Shelf;1;1;1;0;1;0
Shelf;1;1;1;0;1;1
Shelf;1;1;1;0;1;0
Shelf;1;1;1;1;0;0
Shelf;1;1;1;1;0;0
Shelf;1;1;1;1;0;0
Shelf;1;1;1;1;1;0
Shelf;1;1;1;1;1;0
Shelf;1;1;1;1;1;1
Shelf;1;1;1;1;1;0
Shelf;0;0;1;1;0;0
Shelf;1;1;1;1;1;1
Shelf;1;1;1;0;1;1
Shelf;1;1;1;1;1;0
Shelf;1;1;1;1;1;1
Shelf;1;1;1;1;1;1
Shelf;1;1;1;1;0;0
Shelf;1;1;1;1;1;1
Shelf;0;0;1;1;1;1
Shelf;0;0;1;1;1;1
Shelf;0;0;1;1;1;1
Shelf;1;1;1;1;1;1
Shelf;1;1;1;1;1;1
Shelf;0;0;1;1;1;1
Shelf;0;0;1;1;1;1
Shelf;0;0;1;1;1;1
Shelf;0;0;1;1;1;1
Shelf;1;1;1;1;1;1
Shelf;1;1;1;1;1;1
Shelf;1;1;1;1;1;1
Shelf;1;1;1;1;1;1
Shelf;0;0;1;1;1;1
Shelf;1;1;1;1;1;1
Shelf;1;1;1;1;1;1
Shelf;0;0;0;1;1;1
Shelf;0;0;1;1;1;1
Shelf;0;0;1;1;1;1
Shelf;0;0;1;1;1;1
Shelf;1;1;1;1;1;1
Shelf;0;0;1;1;1;1
Ship;1;1;1;0;0;0
Ship;1;1;1;1;1;1
Ship;1;1;1;0;1;1
Ship;1;1;1;0;0;1
Ship;1;1;1;0;0;1
Ship;1;1;1;0;1;1
Ship;1;0;0;0;1;0
Ship;1;1;1;0;1;0
Ship;1;1;1;1;1;1
Ship;1;1;1;0;0;1
Ship;1;1;1;1;0;0
Ship;1;1;1;0;1;0
Ship;1;1;1;1;0;0
Ship;1;0;0;1;0;1
Ship;1;1;1;0;0;1
Ship;1;1;1;1;0;1
Ship;1;1;1;0;0;0
Ship;1;1;1;1;1;0
Ship;1;1;1;0;1;1
Ship;1;1;1;1;1;1
Ship;1;0;0;1;1;1
Ship;1;1;1;1;1;1
Ship;1;1;1;1;1;1
Ship;1;1;1;1;1;1
Ship;1;1;1;1;1;1
Ship;1;1;1;1;1;1
Ship;1;1;1;1;1;1
Ship;0;0;0;1;1;1
Ship;0;0;0;1;1;1
Ship;0;1;0;1;1;1
Ship;1;1;1;1;1;1
Ship;1;1;1;1;1;1
Ship;1;1;1;1;1;1
Ship;1;0;0;1;1;1
Ship;1;1;1;1;1;1
Ship;0;1;0;1;1;1
Ship;0;1;0;1;1;1
Ship;1;0;0;1;1;1
Ship;0;1;0;1;1;1
Ship;0;1;0;1;1;1
Ship;0;1;0;1;1;1
Ship;0;1;0;1;1;1
Ship;0;0;0;1;1;1
Ship;0;0;1;1;1;1
Ship;0;1;0;1;1;1
Ship;0;1;0;1;1;1
Ship;0;1;0;1;1;1
Ship;1;1;1;1;1;1
Ship;0;1;0;1;1;1
Ship;1;1;1;1;1;1
Ship;1;0;0;1;1;1
Ship;0;1;0;1;1;1
Ship;0;1;0;1;1;1
Ship;0;0;0;1;1;1
Ship;1;1;1;1;1;1
Ship;0;1;0;1;1;1
Ship;1;1;1;1;1;1
Ship;0;1;0;1;1;1
Ship;0;1;0;1;1;1
Ship;1;0;0;1;1;1
Ship;0;1;0;1;1;1
Ship;0;1;0;1;1;1
Ship;1;0;0;1;1;1
Sign;0;0;1;1;1;1
Sign;0;0;1;1;1;1
Sign;0;0;1;1;1;1
Sign;0;0;1;1;1;1
Sign;0;0;1;1;1;1
Sign;0;0;1;1;1;1
Sign;0;0;1;1;1;1
Sign;0;0;1;1;1;1
Sign;0;0;1;1;1;1
Sign;0;0;1;1;1;1
Sign;0;0;1;1;1;1
Sign;1;1;1;1;1;1
Sign;1;1;1;1;1;1
Sign;1;1;1;1;1;1
Sign;1;1;1;1;1;1
Skyscraper;1;1;1;1;1;0
Skyscraper;1;1;1;1;0;1
Skyscraper;1;1;1;1;0;1
Skyscraper;1;1;1;0;0;0
Skyscraper;1;1;1;0;1;1
Skyscraper;1;1;1;1;1;0
Skyscraper;1;1;1;0;1;1
Skyscraper;0;0;0;1;1;1
Skyscraper;1;1;1;1;1;0
Skyscraper;0;0;0;1;1;1
Skyscraper;1;1;1;1;1;0
Skyscraper;1;1;1;1;1;1
Skyscraper;1;0;0;0;0;1
Skyscraper;1;1;1;1;0;1
Skyscraper;1;1;1;0;1;1
Skyscraper;1;1;1;0;1;1
Skyscraper;1;1;1;0;0;0
Skyscraper;1;1;1;1;0;1
Skyscraper;1;1;1;0;1;0
Skyscraper;1;1;1;1;1;1
Spoon;0;0;1;1;1;1
Spoon;1;1;1;1;1;1
Spoon;0;0;1;1;1;1
Spoon;0;0;1;1;1;1
Spoon;0;0;1;1;1;1
Spoon;1;0;0;1;1;1
Spoon;1;0;0;1;0;1
Spoon;1;1;1;0;1;1
Spoon;0;0;0;1;1;1
Spoon;0;0;1;1;1;1
Spoon;1;1;1;0;1;1
Spoon;0;0;0;1;1;1
Spoon;1;1;1;1;0;1
Spoon;0;0;1;1;1;1
Spoon;0;0;1;1;0;1
Spoon;0;0;1;0;1;1
Spoon;1;0;1;1;1;1
Spoon;1;1;1;1;1;0
Spoon;1;1;1;1;1;1
Spoon;0;0;1;1;1;1
Starship;0;0;1;1;1;1
Starship;1;0;0;1;1;1
Starship;1;1;1;1;1;1
Starship;1;0;0;1;1;1
Starship;1;0;0;1;1;1
Starship;0;0;0;1;1;1
Starship;0;0;0;1;1;1
Starship;0;0;0;1;1;1
Starship;0;0;0;1;1;1
Starship;1;0;0;1;1;1
Starship;1;1;1;1;1;1
Starship;1;1;1;1;1;1
Starship;0;0;1;1;1;1
Starship;0;0;0;1;1;1
Starship;1;1;1;1;1;1
Starship;0;0;0;1;1;1
Starship;0;0;0;1;1;1
Starship;0;0;1;1;1;1
Starship;0;0;1;1;1;1
Starship;0;0;1;1;1;1
Starship;0;0;0;1;1;1
Starship;1;0;0;1;1;1
Starship;1;0;0;1;1;1
Starship;0;0;0;1;1;1
Starship;1;0;0;1;1;1
Starship;0;0;0;1;1;1
Starship;1;0;0;1;1;1
Starship;1;0;0;1;1;1
Starship;0;0;0;1;1;1
Starship;1;0;0;1;1;1
Starship;1;0;0;1;1;1
SubmachineGun;1;1;1;0;1;1
SubmachineGun;1;1;1;1;1;0
SubmachineGun;1;1;1;1;1;1
SubmachineGun;1;1;1;0;1;0
SubmachineGun;1;1;1;1;0;0
SubmachineGun;1;1;1;0;1;1
SubmachineGun;1;1;1;1;0;1
SubmachineGun;1;1;1;0;0;0
SubmachineGun;1;1;1;1;0;0
SubmachineGun;1;1;1;1;1;1
SubmachineGun;1;1;1;1;0;0
SubmachineGun;1;1;1;0;1;1
SubmachineGun;1;1;1;1;0;1
SubmachineGun;1;1;1;0;1;0
SubmachineGun;1;1;1;0;1;0
SubmachineGun;1;1;1;1;0;1
SubmachineGun;1;1;1;0;0;0
SubmachineGun;1;1;1;0;1;0
SubmachineGun;1;1;1;0;0;0
SubmachineGun;1;1;1;0;0;0
Sword;1;1;1;1;0;0
Sword;1;1;1;1;0;1
Sword;1;1;1;1;1;0
Sword;1;1;1;0;1;1
Sword;1;1;1;1;1;0
Sword;1;1;1;0;1;1
Sword;1;1;1;0;0;0
Sword;1;1;1;0;1;0
Sword;1;1;1;0;1;0
Sword;1;1;1;1;1;1
Sword;1;1;1;1;1;0
Sword;1;1;1;1;0;1
Sword;1;1;1;0;1;1
Sword;1;1;1;1;1;1
Sword;1;0;0;1;0;0
Sword;1;1;1;1;1;1
Sword;1;1;1;1;0;1
Sword;1;1;1;0;0;1
Sword;1;1;1;0;1;1
Sword;1;1;1;1;1;1
Sword;0;0;1;1;1;1
Sword;0;0;1;1;1;1
Sword;1;1;1;1;1;1
Sword;0;0;1;1;1;1
Sword;0;0;0;1;1;1
Sword;0;0;1;1;1;1
Sword;0;0;0;1;1;1
Sword;1;1;1;1;1;1
Sword;0;1;0;1;1;1
Sword;0;0;0;1;1;1
Sword;0;0;0;1;1;1
Sword;0;0;1;1;1;1
Sword;0;1;0;1;1;1
Sword;0;0;1;1;1;1
Sword;0;1;0;1;1;1
Sword;0;1;0;1;1;1
Sword;0;1;0;1;1;1
Sword;0;1;0;1;1;1
Sword;0;0;1;1;1;1
Sword;0;0;1;1;1;1
Sword;0;0;0;1;1;1
Sword;0;0;0;1;1;1
Sword;0;0;0;1;1;1
Sword;1;0;0;1;1;1
Sword;0;1;0;1;1;1
Sword;0;0;0;1;1;1
Sword;0;0;0;1;1;1
Sword;0;0;0;1;1;1
Sword;0;0;0;1;1;1
Sword;1;1;1;1;1;1
Sword;0;1;0;1;1;1
Sword;0;0;1;1;1;1
Sword;0;0;0;1;1;1
Tool;0;0;0;0;0;0
Tool;0;0;0;0;1;0
Tool;0;0;0;0;0;0
Tool;0;0;0;1;0;1
Tool;0;0;0;1;1;0
Tool;0;0;0;0;1;0
Tool;0;0;0;0;0;0
Tool;1;0;0;1;0;1
Tool;1;0;0;1;0;1
Tool;0;0;0;0;1;0
Tool;0;0;0;0;1;0
Tool;0;0;0;0;0;0
Tool;1;0;0;1;1;0
Tool;0;0;0;0;1;0
Tool;1;0;0;1;1;0
Tool;0;0;0;0;1;0
Tool;1;0;0;1;1;0
Tool;0;0;0;1;1;0
Tool;1;0;0;1;1;0
Tool;1;0;0;1;1;1
Tool;0;0;1;1;1;1
Tool;0;0;1;1;1;1
Tool;0;0;1;1;1;1
Tool;0;0;1;1;1;1
Tool;0;0;1;1;1;1
Tool;0;0;1;1;1;1
Tool;1;1;1;1;1;1
Tool;1;1;1;1;1;1
Tool;1;1;1;1;1;1
Tool;1;1;1;1;1;1
Tool;0;0;1;1;1;1
Tool;0;0;0;1;1;1
Tool;0;0;1;1;1;1
Tool;0;0;1;1;1;1
Tool;0;1;0;1;1;1
Tool;0;0;1;1;1;1
Tool;0;0;1;1;1;1
Tool;0;0;0;1;1;1
Tool;0;0;0;1;1;1
Tool;0;0;1;1;1;1
Tool;0;0;1;1;1;1
Tool;0;0;0;1;1;1
Tool;0;0;1;1;1;1
Tool;0;0;1;1;1;1
Train;1;0;0;0;1;1
Train;1;0;0;0;1;1
Train;0;0;0;1;1;1
Train;0;0;0;1;1;1
Train;1;0;0;1;0;1
Train;1;0;0;1;1;1
Train;0;0;0;0;1;1
Train;0;0;0;1;1;1
Train;1;0;0;1;1;1
Train;1;0;0;0;1;1
Train;0;0;0;1;1;1
Train;0;0;1;1;1;1
Train;0;0;0;1;1;1
Train;0;0;0;0;0;1
Train;0;0;0;1;0;1
Train;0;0;1;1;1;1
Train;0;0;1;1;1;1
Train;1;1;1;1;1;1
Train;0;0;1;1;1;1
Train;0;0;0;1;1;1
Train;0;1;0;1;1;1
Train;1;0;0;1;1;1
Train;0;1;0;1;1;1
Train;0;1;0;1;1;1
Train;0;1;0;1;1;1
Train;1;1;1;1;1;1
Train;0;0;0;1;1;1
Train;0;0;0;1;1;1
Train;0;1;0;1;1;1
Train;0;1;0;1;1;1
Tree;0;0;0;1;1;1
Tree;0;0;0;1;1;1
Tree;0;0;0;1;1;1
Tree;1;0;0;1;1;1
Tree;1;0;0;0;0;0
Tree;0;0;0;1;1;1
Tree;1;1;1;0;0;1
Tree;0;0;0;1;1;1
Tree;1;1;1;1;1;1
Tree;0;0;0;1;1;1
Tree;0;0;0;1;1;1
Tree;0;0;0;1;1;1
Tree;0;0;0;1;1;1
Tree;0;0;0;1;1;1
Tree;0;0;0;1;1;1
Tree;0;0;0;1;1;1
Tree;1;1;1;0;1;1
Tree;0;0;0;1;1;1
Tree;0;0;0;1;1;1
Tree;0;0;0;1;1;1
Tree;0;0;0;1;1;1
Tree;0;1;0;1;1;1
Tree;0;1;0;1;1;1
Tree;0;0;1;1;1;1
Tree;1;1;1;1;1;1
Tree;0;0;1;1;1;1
Tree;0;0;1;1;1;1
Tree;1;1;1;1;1;1
Tree;1;0;0;1;1;1
Tree;0;0;0;1;1;1
Tree;1;0;0;1;1;1
Tree;0;0;0;1;1;1
Tree;0;0;0;1;1;1
Tree;0;0;1;1;1;1
Tree;0;0;0;1;1;1
Tree;0;0;1;1;1;1
Tree;0;0;0;1;1;1
Tree;0;0;1;1;1;1
Tree;0;0;1;1;1;1
Tree;1;0;0;1;1;1
Tree;0;0;0;1;1;1
Tree;0;0;1;1;1;1
Tree;0;0;1;1;1;1
Tree;0;0;0;1;1;1
Tree;0;0;1;1;1;1
Tree;0;0;1;1;1;1
Tree;0;0;0;1;1;1
Truck;1;1;1;1;1;1
Truck;0;0;1;1;1;1
Truck;0;0;1;1;1;1
Truck;0;0;0;1;1;1
Truck;1;0;0;1;1;1
Truck;1;0;0;1;1;1
Truck;0;0;0;1;1;1
Truck;0;0;1;1;1;1
Truck;1;1;1;1;1;1
Truck;0;0;1;1;0;0
Truck;0;0;0;1;1;1
Truck;1;1;1;1;1;1
Truck;1;1;1;0;0;1
Truck;1;1;1;1;1;1
Truck;0;0;1;1;1;1
Truck;0;0;1;0;1;1
Truck;0;0;1;1;1;1
Truck;0;0;0;1;1;1
Truck;1;1;1;1;1;1
Truck;0;0;1;1;1;1
Truck;0;1;0;1;1;1
Truck;0;0;0;1;1;1
Truck;0;0;0;1;1;1
Truck;0;0;0;1;1;1
Truck;0;0;0;1;1;1
Truck;0;0;0;1;1;1
Truck;1;0;0;1;1;1
TruckNonContainer;0;0;1;1;1;1
TruckNonContainer;1;1;1;1;1;1
TruckNonContainer;0;0;1;1;1;1
TruckNonContainer;0;0;1;1;0;1
TruckNonContainer;1;1;1;1;1;1
TruckNonContainer;0;0;1;1;1;1
TruckNonContainer;1;1;1;1;1;1
TruckNonContainer;1;1;1;1;1;1
TruckNonContainer;0;0;0;1;1;1
TruckNonContainer;0;0;0;1;1;1
TruckNonContainer;0;0;1;1;1;1
TruckNonContainer;0;0;1;1;1;1
TruckNonContainer;0;0;1;0;1;1
TruckNonContainer;1;1;1;0;1;1
TruckNonContainer;0;0;1;1;1;1
TruckNonContainer;0;0;1;1;1;1
TruckNonContainer;0;0;1;1;0;1
TruckNonContainer;1;1;1;1;1;1
TruckNonContainer;1;1;1;1;1;1
TruckNonContainer;0;0;1;1;1;1
Vase;0;0;0;1;1;1
Vase;0;0;0;1;1;1
Vase;1;0;0;1;1;1
Vase;0;0;0;1;1;1
Vase;0;1;0;1;1;1
Vase;0;0;1;1;1;1
Vase;0;0;1;1;1;1
Vase;0;0;1;1;1;1
Vase;0;0;0;1;1;1
Vase;0;0;1;1;1;1
Vase;1;0;0;1;1;1
Vase;0;0;0;1;1;1
Vase;0;0;0;1;1;1
Vase;0;0;0;1;1;1
Vase;0;0;0;1;1;1
Vase;0;0;1;1;1;1
Vase;0;0;1;1;1;1
Vase;1;0;0;1;1;1
Vase;0;0;0;1;1;1
Vase;1;0;0;1;1;1
Violin;0;0;1;1;1;1
Violin;0;0;0;1;0;1
Violin;1;0;0;1;1;1
Violin;0;0;1;1;1;1
Violin;0;0;0;1;1;1
Violin;0;0;1;0;1;1
Violin;0;0;1;1;1;0
Violin;0;0;0;1;1;1
